,count,hate_speech,offensive_language,neither,class,tweet
2990,3,0,3,0,1,"@BlakkHoodie_562 always eatin good wit my niggah, and good lookin on the cd my boy got some heat now i can bump some bangers"
2991,3,0,2,1,1,@BlakkHoodie_562 fosho my niggah il be over there just been real busy lately
2992,6,0,6,0,1,"@BlakkHoodie_562 yeah that niggah played good, lowkey i wanted brazil to win"
2993,3,1,2,0,1,@BlizzyLC now that ur tour over come kick it with ya nig in the MIA....
2994,3,1,2,0,1,@BloggerBoxing @Studhardt22 the Jacob and Joshua picks have been very similar. As the love for faggot Ruslan as well #2accountsGate
2995,3,1,2,0,1,@BloggerBoxing @rianscalia pass the Fosters faggot
2996,3,0,3,0,1,@BloggerBoxing yea....what did it do for Maidana? It made him a greedy faggot loser. Atleast Broner is black...
2997,3,0,0,3,2,@BloodOfJupiter yeah...bitch!
2998,3,0,1,2,2,@Blue_DreamMN @ExpectoMichaela seriously.. After that first conversation on your status he fb messaged me calling me a fag lololol
2999,3,1,2,0,1,"@Boazziz He promised to stand with the muzzies, so..."
3000,3,0,3,0,1,@BobbyBotsods @FuckTheMallcops @UncleUnco @MrMooncricket fuck off bitch.
3001,3,0,3,0,1,"@BobbyBotsods @FuckTheMallcops @UncleUnco @MrMooncricket ur weird, racist bitch."
3002,3,0,3,0,1,@BobbyBotsods @MrMooncricket @FuckTheMallcops @UncleUnco no u eat it inbred trailer trash.
3003,3,0,3,0,1,@BobbyRosee Let the hoes tell it man..
3004,3,0,3,0,1,@BodyByMalone Lesson 12 don't pass out at before 12 like a lil bitch
3005,3,0,3,0,1,@Bojieasx slap a taco in thT hoe face &#128514;&#128514;&#128514;&#9996;&#65039;&#128080;&#128074;&#128175;&#128536;&#128584;&#128129;
3006,3,0,2,1,1,@BolandDrummer I have never once in my life been to a 'coffee shop' like Starbucks. I am a hick though.
3007,3,0,3,0,1,"@Bombfantasyyy @Angela_Mastr lmao angela you look like a damn potato bitch, keep talkin"
3008,3,0,3,0,1,@Bombfantasyyy pearl jam: yellow Ledbetter&gt;
3009,3,1,2,0,1,@BoneSaw00 There's a reason why the Yankees don't want Anderson any longer.
3010,3,0,3,0,1,@Boner4Tuna @TCC_Grouchy @Mrs__Met @Vortmax29 @LLMajer @dmb1031 @APLMom @Frogtox @KishkaAndPipiks I've had shots go off where yellow smoke
3011,3,0,3,0,1,@Boobah_ awnser the phone pussy
3012,3,0,2,1,1,@Boobah_ they trash
3013,3,1,2,0,1,@BookoutBj That's ghetto for super duper! It's the current generations best complement.
3014,3,0,2,1,1,@Borgore pull my panties down with ur teeth and write the alphabet w ur tongue on my throbbing pussy
3015,3,1,2,0,1,@BosleyXavier I trip on acid not bitches.
3016,3,1,0,2,2,@BossAce555 @Sounds_good_bro @BloggerBoxing yea u stupid faggot. I'm not leaving till like 5-6pm. Want a ride?
3018,3,3,0,0,0,@BossMelle never followed him ignorant monkey
3019,6,1,5,0,1,@Bossman_Carl lmaooo naw nigga imma stay right in your mentions hoe
3020,3,0,3,0,1,@Bossman_Carl nigga I didn't have no change.yall some hoes for Tryna shoot know y'all can't shoot
3021,3,0,3,0,1,@Bossman_Carl wake your ass up hoe
3022,4,0,4,0,1,@BraXXXedelic fight that shit say you're on free lunch and they must have the game fucked up cause you're colored like the rest of them
3023,3,0,3,0,1,@BradMich4Real thats shit gon be the death of these hoes...ion like it...
3024,3,1,0,2,2,@BrandNewAndrew lmaooo roosters is hot trash bro u know it
3025,3,0,3,0,1,@Brandi_Nicolee get that degree first bitch
3026,3,0,3,0,1,@BranninWGL I'll say it for you.. Do ya woman want you on the couch in plain sight or outchea with these bitches? Simple.
3027,3,0,3,0,1,@BranninWGL describing New Pussy like a Baltimore Love Thing out this bitch.
3028,3,1,2,0,1,@BraveConWarrior She is a bitch ! This mess is all BO's fault! ALL OF IT!
3029,3,0,0,3,2,@BraxCity29 @maria_obregon_g @sophia_freeman1 3/4 of a citizen. I said it for you maria you spic
3030,3,2,1,0,0,@BreadTruckkBri I know I was playing that hoe start on the 20 tho
3031,3,0,3,0,1,@BreeOlson @Gingerbeard66 your a nasty nigger whore
3032,3,0,3,0,1,@BreesInDaCut you got some hoes here yet?
3033,3,0,2,1,1,@BreezyPetey at least he went up and wasn't a bitch
3034,3,2,1,0,0,"@Brelston I realized it's the one on Link's Awakening too, so you killed two birds with one stone. Unless you're getting the Wind Fish too."
3035,3,0,3,0,1,@BrenJJGMom @hweldon Well...how about those Yankees this year? What a run. #wtfiswrongwithnebraska
3036,3,0,3,0,1,@BrendaGisselCA I'm not Mexican enough for the real beaners yet too Mexican for the Americanized beaners :(
3037,6,0,0,6,2,@BrendaGisselCA that you got hoes damn
3038,3,0,0,3,2,@BrendaGisselCA then what the hell are the perks of being your hoe? This is some bullshit
3039,3,0,3,0,1,@BrendanSchaub @TimTebow ugh your with Tebow? You're officially a fag now and in followed.
3040,3,2,1,0,0,@Brenddan_ they said some bullshit. Damn niggers
3041,3,2,1,0,0,@Brenddan_ wow!!! Are you comin back up here? & # 128514; & # 128514; & # 128514; & # 128514; they some bitch niggas
3042,3,0,3,0,1,@BretVonDehl @com_lowery Can I beat this bitch up?? Seriously....what a bitch
3043,7,3,4,0,1,"@BretVonDehl Damn you bitch you never answer me anymore... LMAO JK ILY! Anyway glad of your first show, be safe when going to the next one"
3044,3,0,0,3,2,@BretVonDehl YOUNOW is a fucking bitch... Shit load of hate on there when I did my first broadcast
3045,3,0,1,2,2,@Briana_Rashae I'd like to rape the bitch that posted that.
3046,3,0,3,0,1,@BriannaLovesA my trick is I wait for the bird to get close to the pipe and then tap the screen! So you never hit your head.
3047,3,0,3,0,1,"@Briccone79 @pvvrivierenland ja moest van plisie niet meteen wild gaan denken.Juistja,willen wel meer mensen mij vertellen hoe k moet denken"
3048,3,2,1,0,0,"@Brice2254 Fuck you, faggot."
3049,3,0,3,0,1,@Briscoefunnyguy @_KaeeJones I gotta see that hoe in person cause I'm sleeping on that hoe for now
3050,3,0,3,0,1,@Briscoefunnyguy @_KaeeJones da fuck that hoe look sad
3051,6,2,4,0,1,@Briscoefunnyguy lol he still a lil bitch
3052,3,0,3,0,1,@Brizgotti These new nigga hipster hypebeasts love all these faggot ass bright colors and Nike keeps giving them what they want smh
3053,3,0,2,1,1,"@BroadwayMensa hoes not women, like to be the center of attention"
3054,3,0,1,2,2,@BrocktonBitch 
3055,3,0,3,0,1,"We niggas like fuckin roaches. Let one in and you hot dam infested. You a crazy bitch. I dig yo ass"""
3056,3,0,3,0,1,@BrodyWayneLyles these kids are pussies. We got a white trash kid &amp; a ThugNasty wanna be up in here &#128514;
3057,3,2,1,0,0,@BrotherDiabeats take your queer ass dubstep out of here
3058,3,0,0,3,2,"@Brutal_Brandy We had a Pacer in the 70s &amp; I 'member loving when ""Hair of the Dog"" came on the quadraphonic stereo so I could say ""bitch""lol"
3059,3,0,3,0,1,@BryanBalsamo lmao u ain't a savage &#128514;&#128514; these hoes for everybody
3061,3,1,2,0,1,"@BryanStars ATL, BVB, SWS, PTV, THE RELAPSE SYMPHONY, SET IT OFF, FAREWELL, MY LOVE, MAYDAY PARADE, FOB, PARAMORE, etc"
3062,3,0,0,3,2,@Buckm00se @Cuauhtli02 we gunna laff at Chava/Rubio beaner supporters in a min
3063,3,0,3,0,1,@Buckm00se @DaRealAlexInLA I didn't spoil anything &amp; you should have been watched it nigger nig nog
3064,3,0,0,3,2,@Buckm00se @LEXXX_RUGER @ivanrabago_ the kikes want to charge you &#128175; dollaz for the complete version http://t.co/ZJDLwiAjEo
3066,3,0,2,1,1,@Buckm00se @letsargueboxing sand nigger ran over some Kidd
3067,3,0,1,2,2,@Buckm00se I don't like the sand nigger but it's entertaining like 6 knockdowns
3068,3,1,2,0,1,@Buckm00se Joe Cortez is the ultimate faggot that fight proved it
3070,3,0,3,0,1,@Buckm00se all I remember was the fat bitch stealing the KFC bucket &amp; hauling ass
3071,3,0,3,0,1,@Buckm00se all us beaners were pissed like robert when the jew ref stopped it
3072,3,0,3,0,1,@Buckm00se post the bid where you tell that nig to use the jab
3073,3,0,3,0,1,@Buckm00se true sand niggers &amp; bum Brits claim he's a ATG hall of fame legend smh
3074,3,0,3,0,1,"@Buffalodave1 @BretVonDehl @AlexFoxx13 @brandonkilexxx @JCCharles8 @TylerGloyd Wait,wait,wait, The new one or the EP?Son of a bitch Lucky ;)"
3075,3,0,3,0,1,@Bullskickass I've decided that #BullsNation are retarded. #love
3076,3,0,3,0,1,@Buster_ESPN Huh.....last 10 games..Tampa 8-2/Balt 7-3/Yanks 6-4...and they lost their best pitcher. Please explain your logic.
3077,3,2,1,0,0,@Buster_ESPN Sounds like they are holding back info.......Yankee shill
3078,3,2,1,0,0,@Buy_Mortimer @WiigJosh @iowa51005 @TC_live2014 @todd_calfee Hookers are always complimentary-who wants to be with a bitch?
3079,3,0,3,0,1,@Bywatergal @Yankees @EmpireStateBldg That game winning hit in Thursday capped a great career. The guy is a 1st ballot HOF. Or else.
3080,3,1,2,0,1,@C0MMONLY @scorpiogans93 @EcliptiK pussies
3081,3,3,0,0,0,@CAntista @Brelston @hEnereyG Eating a roasted potato and smiling till my cheeks are sore; the crow SFX in this Cape Crisis are super-great
3082,3,2,1,0,0,@CBSThisMorning @NorahODonnell tx trash you know trouble w ACA is in GOP gov states but like @60 @LaraLogan_News you report lies anyway
3083,3,0,3,0,1,@CBSThisMorning @charlierose @NorahODonnell tx trash your show was a disgrace this AM engaging w @MittRomney disrespecting the President
3084,3,0,3,0,1,@CBSThisMorning @charlierose racist @NorahODonnell tx trash enjoy your high along with gop win a substitute for racist @MittRomney loss!
3085,3,0,3,0,1,@CBSThisMorning @charlierose racist @NorahODonnell tx trash racist why wld u intvw @MittRomney n ask racist questions itwas so disrespectful
3087,3,0,0,3,2,@CCobey @tess_stepakoff there isn't a green one either. There's red and yellow in that pic...
3088,3,2,1,0,0,"@CDNBallJunkie I jus wanna let you know OKC trash, IBAKA ain't shit, y'all ain't goin nowhere without Harden"
3089,3,1,2,0,1,"@CDNBallJunkie Spurs bitch that's the team, you dont want no problems"
3090,3,2,1,0,0,"@CHARLESBARRKLEY hey Sir house nigger, uncle tom aren't you from grand ole Mississippi, I rest my case!"
3091,3,0,3,0,1,"@CHARLESBARRKLEY you need your ass whipped with a whip Mr house nigger, remember u will always b a nigger to them!"
3092,6,0,6,0,1,@CHILDISHCUDl @CheefPolo bitch mind your business
3093,3,0,3,0,1,@CMBGaming11 @BeechHD oh you mean like how you started to be a cunt to JP about something that has nothing to do with you?
3094,3,2,1,0,0,@CM_UTLR your man looks terrified in that picture. Do you beat him? Or just treat him like a regular bitch?
3095,3,1,0,2,2,"@COK3COKE Now, mfa don't wanna spend a dime wit em. Prolly out here yelling money over bitches."
3096,3,1,2,0,1,@CR4ZYF0RU I just really miss you and I know we can drink it off and talk about all of our problems like basic bitches
3097,3,0,3,0,1,@CRYaboutitNIGGA waddup doe Lil nicca
3098,3,0,3,0,1,@CSNChicago Punk ass bitch. #BullsTalk
3099,3,0,3,0,1,@CSVNDY i wanna be that white nigga chillin in my mini cooper just throwin money at bitches
3100,3,0,0,3,2,@CSalazar_04 press start bitch &#128529;
3101,3,0,3,0,1,@C_janacek07 @Nick_504_ a fucking verse from Don trip bitch stop assuming shit
3102,3,0,3,0,1,@CabHotties who ever said this is so dumb. My moms a cop &amp; ill have her track you down for being a lil bitch. Kay bye(:
3103,3,1,2,0,1,@CaelanG15 that nigga was eating that hoe lol
3104,3,1,2,0,1,@Caliqueeen14 you da realest bitch out here Amber
3105,3,0,3,0,1,@CallME__Jetson hoe ass nigga. & # 128529;
3106,3,0,3,0,1,@CallMeBuffy sockin bitches in they mouf
3107,3,1,2,0,1,@CallMeDaishaa ghetto ass Pocahontas .
3109,3,0,0,3,2,@CallMeRenee_ &#128514;&#128514;&#128514;&#128553;&#9996;&#65039; my bad bitch im logged in on everybody shit
3110,3,0,3,0,1,@CallMeRenee_ @lilmenifee__ wussup bitch
3111,3,0,3,0,1,@CallMeRenee_ bitch im too mad im finna throw this bitch outside
3112,3,0,3,0,1,@CallMeRenee_ bitch u 1
3113,3,0,3,0,1,@CallMeRenee_ bitch u bs how fck yah &#9996;&#65039;&#128553;&#128514;&#128514;&#128080;&#128079;&#128526;&#128129;
3114,3,0,1,2,2,@CallMeRenee_ dam bitch
3115,3,1,2,0,1,@CallMeRenee_ wussup bitch
3116,3,0,3,0,1,"@CallNeeshCakey &#128514; das new bae , my bitch bad or naw lmao"
3117,3,1,2,0,1,@CallNeeshCakey &#128514;&#128514; bitches aint shit
3118,3,0,0,3,2,@CallNeeshCakey I can't bitch
3119,3,0,3,0,1,@CallNeeshCakey bitch I know stfu &#128514;
3120,3,0,3,0,1,"@CallNeeshCakey no , a pop wop &#128514;"
3121,3,2,0,1,0,@CallNeeshCakey pop wop and drop it tho
3122,3,0,2,1,1,@CallNeeshCakey to lay up w my bitch
3123,3,0,3,0,1,@CallNeeshCakey umm bitch hello I was not alive so I clearly DOBT have it
3124,3,0,1,2,2,@CallNeeshCakey we in this bitch finna get crunk eyebrows on double PAPP &#128165;&#128165;
3125,3,2,1,0,0,"@Cam_Coles You don't know what I know. Name somebody colder, you monkey faced immigrant"
3126,3,2,1,0,0,@Campos_uli is a fag #hesgay
3127,3,0,1,2,2,@CandiElissa @twitRless_kb @ElissaReillyS @HelenKimFitz76 elissa is such a fake cunt
3128,3,0,3,0,1,@CapitolEVAN That's where I saw the leprechaun. He told me to burn things.
3129,3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh all hoes singing it too
3130,3,1,0,2,2,@CapoDaAssHole @Alejandro_Bihhh damn that hoe just came out but look at how many hoes said his shit jamming on my shit
3131,3,2,1,0,0,@CapoDaAssHole @Alejandro_Bihhh lmaooo I wanted them hoes she was suppose to hold em
3132,3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh lmaooo niggas ain't but hoes is I think I'm winning
3133,3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh lmaoooo Beiber get these hoes wet big bro I'm Tryna tell you
3134,3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh me either but if the bitch like put on that Beyonc&#233; nigga ain't gone hesitate
3135,3,0,3,0,1,@CapoDaAssHole @Alejandro_Bihhh whatever turn them hoes on z-Ro ain't gone get the bitch wet
3136,4,0,4,0,1,@CapoDaAssHole I fuck with Takeoff nigga get on the bitch and just snap
3137,3,0,3,0,1,@CapoDaAssHole lol that hoe for 5yr old
3138,3,0,3,0,1,@CapoDaAssHole naw where can I see that hoe at
3139,3,0,3,0,1,@CapoDaAssHole wiz had a warrant like a bitch
3141,3,0,3,0,1,@CapoDaAssHole yea he coming back him big rod doing something for that hoe
3142,3,1,2,0,1,@CaptElliott NFN you bitch to much.
3143,3,0,3,0,1,"@CarelessOne92 I'm not Hollywood at all my nig, u brought me to twitter n bounced"
3144,6,0,6,0,1,@CarelessOne92 a young nigga turned into Mr. CATCHMEIFYOUCAN....I'm in da field my nig #WEDAOPPS #FUKEMWEBALL
3145,3,0,3,0,1,"@CarelessOne92 he a real nigga tho, that bitch know her place"
3146,3,0,2,1,1,"@CarelessOne92 weeknd dont save hoes b, idunno bout Drake"
3147,6,0,6,0,1,"@CarelessOne92 weeknd make muzik for the hoes b, im tryna meet these women he be talkin bout"
3148,3,0,3,0,1,@CarelessOne92 you styl gotta get dem tweets off my nig
3149,6,0,6,0,1,"@CarlaFinch What can I say, Im a stubborn son of a bitch."
3150,3,1,2,0,1,"@CarlavanderWaal @Jaymaroley &amp; als je over Syrie tweet, volg @Partisangirl maar, zij komt er vandaan &amp; zal je precies uitleggen hoe of wat."
3151,3,2,1,0,0,@Caroline_Poe bitch im 17? And i didnt follow you..? Hahaha
3152,3,2,1,0,0,@Caroline_Poe haha i dont remember following you but ok? Get your pannies out of of bunch cunt
3153,3,0,3,0,1,@Carxlito PS3 and case is still in the trash can. idgaf anymore
3154,3,0,3,0,1,@Cashhaddict Damn i wanted to buy that bitch that shit was tough
3155,3,0,3,0,1,@CassiusClay_232 I know bro nigga seen a 7'1 African playing Guard and was handling the hoe
3156,3,1,0,2,2,@CassiusClay_232 Lebron brought the bitch down to his knees chill
3157,3,0,2,1,1,@CassiusClay_232 who all in that hoe
3158,3,1,2,0,1,@CatholicMomVA @Neal_Dewing that would cripple our military :)
3159,3,0,3,0,1,@CayMarieee bitch
3160,3,0,3,0,1,@CayMarieee bitch I'm not coming no more you said your making plans !
3161,3,0,3,0,1,@CayMarieee bitch I'm talm bout at like 10 &#9995;&#128514;
3162,3,0,3,0,1,@CayMarieee bitch ion got no attitude &#9995;&#128514;&#128557; sorry hoe I'm shaded Rn
3163,3,1,2,0,1,@CayMarieee bitch you NOT either bye &#128514;
3164,3,0,3,0,1,@CayMarieee bitch you still subtweets but not replying though &#128514;&#128557;&#128524;
3165,3,0,3,0,1,@CayMarieee oh bitch but you couldn't answer mine when I needed a paccage delivered to your house ! So Fucc off &#128514;&#128557;
3166,3,0,2,1,1,@CayMarieee omg bitch go to sleep it was JUST a coincidence huh ? &#9995;&#128514;
3167,3,0,0,3,2,@Cay_JEN I didn't think you knew of a bird that couldn't be tamed. #cajuncharm
3168,3,0,0,3,2,"@CdashRay ""she's wearing the same shirt, what a bitch."""
3169,3,0,3,0,1,@Ceallaighaine Oh no! Sorry Hun. That sucks. Hope you heal fast. &#128533;
3170,3,0,3,0,1,"#dancerproblems"""
3171,6,0,6,0,1,@CeeNCrumpets self low down black bitch?
3172,3,0,3,0,1,@CeeRoss negro please...I got a job now lmao
3173,3,0,3,0,1,@CeeRoss shoulda told her yeah if I can take you home for pussy lol
3174,3,0,3,0,1,@Cee_Murda94 bitch bye you can't get it
3175,3,0,3,0,1,@Cee_Murda94 bitch is you drunk or nah
3176,3,0,3,0,1,@Cee_Murda94 it's almost ya fucking birthday. So act right niglet
3177,3,0,0,3,2,@Cee_Murda94 no it's yellow fin. It's in edgewater
3178,3,0,3,0,1,@Cee_Murda94 yellow fin
3179,3,1,2,0,1,@Ceelos_ho3 @fvtboy @jaimescudi_ @AngelSoSwavey_ would I be a bitch if I said yea but never told you where I stay at?
3180,3,0,3,0,1,@CellNBuu ewwww her nips are DEF more perfect than that
3181,3,0,2,1,1,@CenaSux43 You/ @TheBrianMo brought it up first with the allusion that she's a hoe. @chelsea_elisa @RobertBarber64
3182,3,0,3,0,1,@Cesar_K_Garcia text me niggah!
3183,3,1,2,0,1,@Ch4BrickTamland @Ch4BrianFantana yes because I too want to be fat and have a fat bitch wife
3184,3,0,3,0,1,@ChaldeanCutie really? @RileyAintShit @KILLSheredon @CHILDISHCUDl are my nudes trash?
3185,3,0,3,0,1,@ChaleCarlo5 fuck outta here and go put some more trash ass ink on your faggot ass self pussy
3186,3,0,3,0,1,@ChaleCarlo5 stay talking defending your fuckboy ass boyfriend or what? go suck him off while youre at it faggot
3187,6,1,1,4,2,@Chancellor_IV naw Bryan said it was trash hotel so we're staying somewhere else
3188,3,0,3,0,1,@ChandailBailey @SteeZeyFLOW @HunturPls you need to accept the fact that you're both hipster faggots.
3189,3,0,1,2,2,@ChandailBailey way to delete your tweets you stanky bitch
3190,6,0,6,0,1,@Channnteeel pussy
3191,3,3,0,0,0,"@CharleeRedz13 your gay stfu, dumb monkey"
3193,3,1,2,0,1,"@CharlesBWaffle oh i am.. She cool though, might off her a brownie lol"
3194,3,1,2,0,1,@CharlesBWaffle these bitches need guidance.
3195,3,0,3,0,1,@Charlie4927 @StacyDmomof5 @RevkahJC @cantUCIMblonde @Kacado @PattiSM74 Hi Charlie
3196,3,0,3,0,1,"@Charlie4927 Hi Charlie, have a great day"
3197,3,0,2,1,1,@CharlieDaniels Come on Charlie! 
3198,3,0,3,0,1,OUR GOVERNMENT WAS JUST TRYING TO PROTECT THE DESERT TORTOISE! 
3199,3,0,1,2,2,"Atleast, that's what Barack Obama Says..."""
3200,3,0,0,3,2,@CharlseyKay Homeee fag
3201,3,0,3,0,1,@ChaseBasford @justinbieber I was 200 bitch
3202,3,0,3,0,1,@ChaseBasford chase you God damn faggot &#128514;&#128557;&#128514;&#128557;
3203,3,0,3,0,1,@ChaseManhatttan you become retarded
3204,3,2,1,0,0,@CheCha__ be gone my nigguh
3205,6,0,0,6,2,@CheckMyLingo_ @Kingpin_Terror ima get this so every time I throw trash away its where it really belongs http://t.co/DRGBekvzun
3206,3,0,0,3,2,"@Cheesus85 @greyyygoose faaaaggggottttt, speaking with the blonde hair and confused, you're a hypocrite, cuz you're a faggot"
3207,3,0,3,0,1,@Chefboyrnach Vegeta a super hoe then. But he did snack Goni up something fierce during Buu saga :wow:
3208,3,0,3,0,1,@CheyenneDoan cause hes a faggot
3209,3,1,2,0,1,"@Chicago_Rose1 Dunleavy, my cracker ass honkie"
3210,3,1,2,0,1,@ChickenColeman if McCoy wasn't trash that's a TD
3211,3,0,3,0,1,@ChiefKeef fucc droppin songs when yu gon drop a mixtape nicca
3213,3,0,3,0,1,@Chillindillan71 damn! Thot I blocked ur fuzzy butt. Have now. &#128541; @virleehol @LanceSilver1 @ChristieC733 @WayneBogda @1_conservative9
3214,3,2,1,0,0,@Chink_19 chink thats better then having the rug rats running around yah crib girl enjoy life lol
3215,3,0,3,0,1,@Chink_19 shut up chink.!!!
3216,3,2,1,0,0,@Chokmah_Makob ok! you billy goat hair hillbilly
3217,3,1,2,0,1,@Chokmah_Makob you said good bye dumb bitch snd i said ok..what is it with you white devils...i have nothing for you vampire lover of blood
3218,3,0,3,0,1,@ChrisHeben you motherfuckin' bullshit slingin' son of a whore! you disgraced all vets with ur crap. now go off to pussy land where u belong
3219,3,2,1,0,0,@ChrisMcDowell_ dont be a bitch.
3220,3,0,0,3,2,@ChrisMcDowell_ pussy ass nigga.
3221,3,0,3,0,1,@ChrisPowellswag @_cblaze @Dswizzle3 Dawson and Nicky Hickman delete the fake account and and stop being bitches
3222,3,0,2,1,1,@ChrisProbst11 @thorsyndirgard @peta 
3223,3,1,0,2,2,"Right in the pussy"""
3224,3,0,3,0,1,@ChrisSFMori 
3225,3,0,0,3,2,gun sales have skyrocketed. Gun crime has fallen sharply.
3226,3,0,0,3,2,"Any claim to the contrary is using fuzzy math."""
3227,3,0,1,2,2,@ChrisTrondsen @IM5band #askim5 would you rather drink squirrel pee or Johnny Depp's wig in Charlie and the Chocolate Factory?
3228,3,0,3,0,1,"@Chris_Anzueto @Josh_Mackey15 you call someone a faggot and then say to kill themselves, you are a pathetic human being. A fucking disgrace."
3229,3,1,2,0,1,@Christian_ESEM you don't know what your talking about retarded faggot
3230,3,0,3,0,1,@ChristyMack fugly bitch john will dump ur ratchet ass
3231,3,0,1,2,2,@ChristyMack ugly flat chested prude ass white bitch
3232,3,0,3,0,1,"@Chrisworldpeace So I guess that makes us blacks double niggers, huh?"
3233,3,0,3,0,1,@Chykalet naw u just retarded kinfolk lol
3234,3,0,0,3,2,@CinWicked Did you just call My Sweet Baboo a ho?!?!
3236,3,0,3,0,1,@CiscoAllDay and btw don't ever bring up past hoes wit yo ol lady I took that L in HS tryna be semi honest smh
3237,3,0,3,0,1,"@CiscoAllDay why she a hoe we know about 5 dudes that hit Kim, 5 these hoes out here doing that in a week"
3238,3,0,3,0,1,"@Citygirl_moe - remember when we played plaquemine &amp; they kept calling our whole team gay &amp; Lydia said ""I'll turn all you hoes out, fwm!"" & # 128553; & # 128557;"
3239,3,0,0,3,2,"@Claudialena8 she wasn't saying she did, but yes me and Kannon have both been in the ghetto and know what it's like so u look dumb."
3240,3,0,3,0,1,@ClicquotSuave I would dead upper cut that bitch
3241,3,0,2,1,1,@ClicquotSuave maas mermaid and sharkette pussy
3242,3,2,1,0,0,@ClicquotSuave my nigga what her pussy smell like?
3243,3,1,2,0,1,@ClicquotSuave the new nip dropped today rii?
3245,3,0,3,0,1,@ClutchAction c'mon pussy
3246,3,0,1,2,2,"@Cody_smith64 true! I miss yall man, yall are my brothers. Is mikey starting? And what about the chink? Lmfao"
3247,3,0,3,0,1,@CogitoErgoBibo Penske runs the 22 in NASCAR. It's yellow. There's a sponsor already there. #WouldMakeALottaSense
3248,3,0,1,2,2,"@CokaMoschiach_ his defense is trash, and he's been rocked by Jesus Soto Karass, and Diego Chaves."
3249,3,1,2,0,1,@CokeFuckedYou I'm in this bitch on some insomnia shit. Been in bed since midnight.
3250,3,0,3,0,1,@ColeMcDowell2 Waco is ghetto hahaha. Wait til we go pick up nat in Austin tomorrow
3251,3,0,3,0,1,@ColeMcDowell2 someone sent this to me months ago bitch
3252,3,0,3,0,1,@Coley_Cee @Campaign_Papi @They_CallMeShay lmaooo coley just whammmmed him add this to it swervee bitch
3253,3,0,1,2,2,@Coley_Cee @_xpriceless_lmaoo bitch dat was a low blow
3254,3,0,2,1,1,@Coley_Cee bitch dats yo sahara desert ass
3255,3,2,1,0,0,@Coley_Cee bitch do I look white to u
3256,3,1,2,0,1,@Coley_Cee bitch kill yo self
3257,4,0,4,0,1,@Coley_Cee bitch stop takin my shit ooo I hate u u dumb bitch
3258,3,0,3,0,1,@Coley_Cee bitch watch tf out u on moose meat now
3259,3,0,3,0,1,@Coley_Cee didn't I just say I thought u told me to delete them so I deleted them bitch
3260,3,1,2,0,1,@Coley_Cee fuck u u dumb ass bitch hoe
3261,3,0,3,0,1,@Coley_Cee lol bitch u forcin it have a glass of water bitch u a lil thirsty for the puss thang
3262,3,0,1,2,2,@Coley_Cee my bad bitch ayeee http://t.co/GrHTDie9dz
3263,6,0,5,1,1,@Coley_Cee yes bitch I do realize dat
3264,3,0,3,0,1,@CollinBrennan damn son maybe he didn't know it was ya piece.. He was just Tryna get some pussy breh
3265,3,0,0,3,2,@CommonGayTweets nigga byeeeee lmfao I'll be dammed if a fag stole my girl
3266,6,4,1,1,0,@ComplexMag I didn't know #whitetears were blue and yellow! #lessonoftheday
3267,3,0,3,0,1,@ConManBO @LastGreatStand
3268,3,0,0,3,2,"""amefanye hivi na hivi"""
3269,3,0,3,0,1,"And a major league bitch too!"""
3270,3,0,0,3,2,@ConanOBrien dat is one ugly animal but da monkey is adorable.
3271,3,0,3,0,1,@Conrad_MLG im goin now so be expecting to get slept faggot
3272,3,2,1,0,0,@CoolStoryIsaac hahaha thanks bitch!! & # 128514;
3273,3,3,0,0,0,@CoolStoryIsaac thisty hoe
3274,3,2,1,0,0,@Coosie11 bitch my phones gonna die in serious I got hot pockets
3275,3,0,3,0,1,@CoreyRoyalty_ *hoes
3276,3,0,3,0,1,@Corey_D_23 damn bro.. ps4 trash lol
3277,3,0,3,0,1,@CoronaDior just found u and fuck is my cock hard! Love your dripping pussy
3278,3,0,3,0,1,@Cotton_Candy9 god wrote em now think again coon
3279,3,0,3,0,1,@Cotton_Candy9 hell Idk who did but that pussy better be golden
3280,3,3,0,0,0,@Cotton_Candy9 lmaoooo aye people person so you know lil Rico got hoes hahaha
3281,3,3,0,0,0,@CountryRedBelle I thought you'd get the hint that we know you're a fake cunt and delete your fake account.
3282,3,0,3,0,1,@CrackerJhak Because you're a fag
3283,3,1,2,0,1,@Crackerboyy these hoes really out here
3284,3,1,2,0,1,"@CreoleBabyBritt @blurbette @thepbg The same guy who thinks he can slang around ""bitch"" without it being offensive, apparently."
3286,3,2,1,0,0,"@CreoleBabyBritt Don't make me draw you like one of my Franch bitches, heffa."
3287,6,0,1,5,2,@Crewz76 I miss Tupac rap offs hillbilly
3288,3,2,1,0,0,@Crowe_FaShow cause of the loads of pussy you get right
3289,3,0,1,2,2,@CruzanChoklate look at you with yellow fever.
3291,3,0,3,0,1,@Cryystalina cuz people at work are bitches they shit talkers and yeah dude I need a girls night out -___-
3292,3,0,3,0,1,@Cryystalina haha yes niggah but yesterday night Idk man it hit me at night like around 2 in the morning didn't go to sleep till like 4..
